City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,galesong,-5.3166,119.3661,306.16,71,0,5.01,ID,1683873991
364,ganshui,28.7422,106.7111,296.98,57,61,1.98,CN,1683873991
365,runing,33.0011,114.3542,303.24,26,100,3.58,CN,1683873991
366,guadalupe,25.6833,-100.25,299.94,84,75,5.14,MX,1683873991
367,calabozo,8.9242,-67.4293,298.91,63,100,1.34,VE,1683873991
368,halifax,44.6453,-63.5724,279.15,93,28,1.54,CA,1683873991
369,magadan,59.5667,150.8,280.67,80,32,1.84,RU,1683873679
370,alice town,25.7167,-79.3,299.17,70,17,8.16,BS,1683873991
371,magong,23.5654,119.5863,296.08,86,58,5.59,TW,1683873991
372,itamaraju,-17.0392,-39.5311,292.8,96,100,0.91,BR,1683873992
373,huambo,-12.7761,15.7392,288.04,58,0,1.54,AO,1683873992
374,beidao,34.5686,105.8933,297.56,22,51,0.71,CN,1683873849
375,sisimiut,66.9395,-53.6735,269.91,82,100,5.05,GL,1683873683
376,juegang,32.3174,121.1855,293.84,44,42,1.2,CN,1683873992
377,arno,60.1167,18.6333,280.81,42,30,3.89,SE,1683873992
378,villamontes,-21.25,-63.5,292.32,69,100,1.26,BO,1683873992
379,i-n-salah,27.1935,2.4607,303.48,12,58,3.61,DZ,1683873992
380,sirte,31.2089,16.5887,293.84,60,0,4.16,LY,1683873992
381,luderitz,-26.6481,15.1594,288.26,70,85,12.48,NA,1683873696
382,kushnarenkovo,55.105,55.3508,285.18,59,100,6.39,RU,1683873852
383,santiago,-33.4569,-70.6483,289.42,58,0,2.06,CL,1683873809
384,rurrenabaque,-14.4413,-67.5278,293.16,93,100,0.86,BO,1683873771
385,puerto baquerizo moreno,-0.9,-89.6,298.94,88,18,3.65,EC,1683873689
386,inarajan village,13.2736,144.7484,304.69,86,37,3.24,GU,1683873993
387,yarkovo,57.4028,67.0786,283.84,29,1,2.15,RU,1683873993
388,lazaro cardenas,17.9583,-102.2,299.94,77,100,2.62,MX,1683873868
389,fort mcmurray,56.7268,-111.381,287.92,47,0,3.6,CA,1683873703
390,le treport,50.0598,1.3758,283.71,91,100,6.11,FR,1683873993
391,dauphin,51.1494,-100.0502,288.23,63,75,1.03,CA,1683873993
392,sungai penuh,-2.0833,101.3833,299.46,71,48,0.61,ID,1683873711
393,cole harbour,44.6724,-63.4751,278.86,93,20,1.54,CA,1683873993
394,rio preto da eva,-2.6994,-59.6997,295.53,99,100,0.8,BR,1683873994
395,kuta,-8.7233,115.1723,303.15,74,40,9.39,ID,1683873994
396,kimberley,-28.7323,24.7623,288.98,48,100,2.06,ZA,1683873994
397,bam,29.106,58.357,307.43,11,5,4.27,IR,1683873774
398,karaikal,10.9167,79.8333,307.37,53,100,5.89,IN,1683873994
399,newport,51.5877,-2.9984,285.62,87,100,6.36,GB,1683873994
400,al bardiyah,31.7561,25.0865,293.79,60,0,6.33,LY,1683873994
401,polyarnyy,69.1989,33.4478,276.76,99,100,4.4,RU,1683873686
402,mary,37.0,62.5,303.82,22,11,4.33,TM,1683873994
403,pihuamo,19.2499,-103.3828,294.13,86,7,0.56,MX,1683873995
404,kourou,5.1552,-52.6478,296.18,92,100,2.69,GF,1683873869
405,chulakkurgan,43.765,69.1814,302.52,22,98,4.06,KZ,1683873995
406,rabigh,22.7986,39.0349,310.17,17,0,3.52,SA,1683873995
407,kongsvinger,60.1905,11.9977,287.07,29,97,1.37,NO,1683873995
408,chibougamau,49.9168,-74.3659,285.94,62,100,2.57,CA,1683873719
409,mount gambier,-37.8333,140.7667,286.22,65,0,2.53,AU,1683873679
410,pyhajarvi,67.0701,27.2176,278.46,100,100,2.06,FI,1683873995
411,oranjestad,12.524,-70.027,300.12,83,20,7.72,AW,1683873857
412,queanbeyan,-35.35,149.2333,289.1,55,24,3.6,AU,1683873995
413,yverdon-les-bains,46.7785,6.6412,285.19,84,100,2.57,CH,1683873975
414,portland,45.5234,-122.6762,289.91,71,39,0.89,US,1683873624
415,benghazi,32.1167,20.0667,292.96,64,0,3.18,LY,1683873748
416,sidi akkacha,36.4647,1.3026,290.31,73,43,4.28,DZ,1683873995
417,brooks,50.5834,-111.8851,283.73,95,38,1.03,CA,1683873996
418,kokopo,-4.352,152.2633,299.09,89,100,2.25,PG,1683873996
419,narasannapeta,18.4167,84.05,307.88,50,100,5.34,IN,1683873790
420,robit,12.0167,39.6333,298.72,47,50,2.06,ET,1683873996
421,gandajika,-6.75,23.95,297.63,59,15,2.45,CD,1683873996
422,hiratacho,35.4333,132.8167,296.13,38,75,4.63,JP,1683873996
423,axim,4.8699,-2.2405,300.71,82,100,1.19,GH,1683873713
424,tanjungbalai,2.9667,99.8,303.08,69,77,2.37,ID,1683873996
425,gereida,11.2811,25.1414,307.27,32,23,1.9,SD,1683873996
426,coquimbo,-29.9533,-71.3436,286.0,100,100,0.51,CL,1683873682
427,timimoun,29.2639,0.231,298.36,18,0,2.57,DZ,1683873730
428,kolokani,13.5728,-8.0339,303.96,16,100,2.73,ML,1683873858
429,lompoc,34.6391,-120.4579,285.11,86,100,9.39,US,1683873608
430,trondheim,63.4305,10.3951,284.18,83,99,0.6,NO,1683873682
431,sao vicente,-23.9631,-46.3919,294.25,26,100,2.53,BR,1683873766
432,ganjam,19.3833,85.0667,305.7,60,100,4.65,IN,1683873997
433,usogorsk,63.4106,48.6872,287.27,63,82,4.05,RU,1683873775
434,marshall,34.3834,-86.3333,293.32,95,0,0.0,US,1683873642
435,t'aebaek,37.1759,128.9889,287.74,71,100,1.41,KR,1683873997
436,aldinga beach,-35.2793,138.4604,291.73,71,43,5.11,AU,1683873856
437,batie,9.8833,-2.9167,299.93,72,47,3.99,BF,1683873997
438,salaqi,40.5414,110.5108,293.85,17,0,8.5,CN,1683873997
439,tolanaro,-25.0319,46.9987,298.19,83,40,9.77,MG,1683873680
440,airuk,7.2772,168.8203,300.87,83,100,6.99,MH,1683873779
441,swakopmund,-22.6833,14.5333,287.62,88,100,1.08,NA,1683873701
442,ballina,-28.8667,153.5667,292.6,84,6,3.06,AU,1683873718
443,benguela,-12.5763,13.4055,299.77,71,4,1.72,AO,1683873997
444,flying fish cove,-10.4217,105.6791,300.97,89,100,5.66,CX,1683873708
445,kirakira,-10.4544,161.9205,300.56,84,55,4.72,SB,1683873706
446,nehe,48.4833,124.8333,292.72,39,100,4.99,CN,1683873998
447,tateyama,34.9833,139.8667,291.36,60,71,4.47,JP,1683873804
448,talcahuano,-36.7167,-73.1167,283.97,100,100,3.09,CL,1683873998
449,ust'-ilimsk,58.0006,102.6619,286.16,41,100,4.24,RU,1683873804
450,barrouallie,13.2333,-61.2667,298.09,80,100,3.9,VC,1683873998
451,mingyue,43.1069,128.9217,293.61,32,100,3.57,CN,1683873998
452,macae,-22.3708,-41.7869,292.01,100,75,0.51,BR,1683873779
453,tezu,27.9167,96.1667,309.13,21,98,1.63,IN,1683873998
454,saldanha,-33.0117,17.9442,284.18,69,0,14.07,ZA,1683873775
455,dunedin,-45.8742,170.5036,286.93,71,100,4.92,NZ,1683873767
456,iskushuban,10.2837,50.23,305.65,46,12,1.43,SO,1683873999
457,colares,38.7992,-9.4469,289.44,73,20,10.73,PT,1683873999
458,semirara,12.0697,121.3986,302.05,76,53,6.41,PH,1683873999
459,port isabel,26.0734,-97.2086,300.41,91,100,5.66,US,1683873999
460,guerrero negro,27.9769,-114.0611,287.83,80,80,9.49,MX,1683873688
461,filadelfia,39.9523,-75.1638,291.57,78,0,3.09,US,1683873902
462,harrisburg,40.2737,-76.8844,288.58,79,0,1.79,US,1683873999
463,levuka,50.1834,-105.4011,284.05,93,100,5.67,CA,1683873805
464,kongolo,-5.3833,27.0,298.7,71,85,2.14,CD,1683873999
465,al mayadin,35.0209,40.4535,304.13,17,52,5.9,SY,1683873999
466,ola,59.5833,151.2833,281.01,81,65,2.37,RU,1683873681
467,vila do maio,15.1333,-23.2167,295.59,85,28,7.98,CV,1683873875
468,koh kong,11.6175,102.9806,305.05,59,63,3.19,KH,1683874000
469,bikenibeu village,1.3673,173.1241,303.13,74,20,4.12,KI,1683873699
470,sao jose da coroa grande,-8.8978,-35.1478,298.02,81,55,2.29,BR,1683873714
471,abasolo,20.45,-101.5167,292.81,25,6,2.33,MX,1683874000
472,ancud,-41.8697,-73.8203,285.21,97,100,2.29,CL,1683873712
473,gaiman,-43.2897,-65.4929,287.48,51,100,4.73,AR,1683873791
474,krasnoufimsk,56.6059,57.7669,288.09,43,100,4.9,RU,1683874000
475,huarmey,-10.0681,-78.1522,295.35,87,100,3.41,PE,1683873794
476,zabaykal'sk,49.6333,117.3167,289.26,14,52,8.83,RU,1683873701
477,kenai,60.5544,-151.2583,284.2,57,100,3.09,US,1683873855
478,dosso,13.049,3.1937,304.81,42,100,3.61,NE,1683874000
479,severnoye,56.3491,78.3619,282.45,29,3,4.59,RU,1683873791
480,afif,23.9065,42.9172,305.76,5,2,0.94,SA,1683874000
481,uturoa,-16.7333,-151.4333,297.38,88,100,8.6,PF,1683873699
482,antigonish,45.6169,-61.9986,278.61,91,56,0.45,CA,1683873768
483,bassar,9.25,0.7833,298.83,80,87,1.67,TG,1683874001
484,leava,-14.3,-178.1667,301.54,75,7,8.14,WF,1683873691
485,al jawf,29.5,38.75,305.52,8,0,4.73,SA,1683873681
486,sabathu,30.9719,76.9933,300.52,29,75,3.09,IN,1683874001
487,valparaiso,-33.0393,-71.6273,290.95,56,0,1.54,CL,1683873915
488,soto la marina,23.7667,-98.2167,297.83,91,9,1.22,MX,1683874001
489,duck lake,52.8168,-106.2344,286.27,61,100,1.6,CA,1683874001
490,sault ste. marie,46.5168,-84.3333,287.31,89,0,2.57,CA,1683874001
491,nadi,-17.8,177.4167,300.15,65,20,3.09,FJ,1683873878
492,najaf,31.9985,44.3398,305.03,22,0,3.09,IQ,1683874001
493,meadow lakes,61.6247,-149.6011,284.62,61,75,2.57,US,1683873872
494,merlo,-32.3429,-65.014,285.51,82,1,1.39,AR,1683874001
495,warrenton,-28.114,24.8475,291.41,29,100,4.67,ZA,1683874001
496,chitipa,-9.7024,33.2697,293.92,70,16,2.92,MW,1683874002
497,sao miguel,-5.4667,-35.3667,297.58,87,47,3.64,BR,1683874002
498,aleksandrovsk-sakhalinskiy,50.8975,142.1561,279.66,61,0,3.06,RU,1683874002
499,belmonte,-15.8631,-38.8828,296.47,87,100,1.55,BR,1683874002
500,akcaabat,41.0212,39.5715,286.08,100,75,0.51,TR,1683874002
501,jinxiang,27.4327,120.6062,291.45,72,97,1.44,CN,1683874002
502,abepura,-2.6333,140.5833,305.6,58,20,2.57,ID,1683873806
503,ibb,13.9667,44.1833,297.32,28,21,1.7,YE,1683874002
504,castillos,-34.1667,-53.8333,284.74,68,28,0.54,UY,1683873730
505,bata,1.8639,9.7658,300.35,80,100,1.4,GQ,1683874002
506,rasulnagar,32.3285,73.7814,312.89,7,98,1.19,PK,1683874002
507,sinabang,2.4803,96.3801,303.78,69,27,4.38,ID,1683873782
508,namibe,-15.1961,12.1522,296.33,71,1,2.73,AO,1683873678
509,inhambane,-23.865,35.3833,295.93,83,3,3.17,MZ,1683874003
510,bumba,2.1833,22.4667,296.64,92,100,1.92,CD,1683874003
511,zuunmod,47.7069,106.9528,284.72,25,62,4.72,MN,1683874003
512,xilin hot,43.9667,116.0333,288.66,45,94,6.66,CN,1683873842
513,lycksele,64.5954,18.6735,285.08,54,40,2.57,SE,1683873728
514,vizianagaram,18.1167,83.4167,307.88,34,100,3.28,IN,1683874003
515,banes,20.9625,-75.7186,297.89,86,65,2.82,CU,1683874003
516,malyn,50.7723,29.2383,286.82,59,5,2.09,UA,1683874003
517,nagato,34.3833,131.2,293.18,66,100,1.34,JP,1683874003
518,winkler,49.1817,-97.941,289.15,58,100,3.09,CA,1683874003
519,tarko-sale,64.9225,77.785,266.42,72,100,5.09,RU,1683873698
520,leninskoye,41.7589,69.3864,300.55,31,98,7.42,KZ,1683874004
521,wynyard,-41.0,145.7167,286.22,63,0,2.93,AU,1683873809
522,huilong,31.8111,121.655,292.9,53,99,1.65,CN,1683873683
523,sabang,5.8933,95.3214,302.58,70,100,2.67,ID,1683873797
524,antofagasta,-23.65,-70.4,289.75,83,43,1.04,CL,1683873771
525,azna,33.6095,48.9307,297.51,18,0,2.42,IR,1683874004
526,caraballeda,10.6112,-66.8522,298.19,88,40,0.51,VE,1683874004
527,illizi,26.4833,8.4667,295.04,17,100,5.15,DZ,1683873802
528,shingu,33.7333,135.9833,292.91,56,100,1.8,JP,1683873555
529,taybad,34.74,60.7756,299.94,29,100,8.11,IR,1683874004
530,genhe,50.7833,121.5167,285.28,74,100,4.62,CN,1683873700
531,swinoujscie,53.9105,14.2471,289.92,44,9,3.09,PL,1683874004
532,lauro de freitas,-12.8944,-38.3272,298.16,94,40,0.51,BR,1683874004
533,mili,6.0815,171.735,301.19,81,100,8.87,MH,1683873694
534,kismayo,-0.3582,42.5454,302.45,71,98,6.61,SO,1683874004
535,ubauro,28.1652,69.7289,317.63,8,0,3.07,PK,1683874005
536,guiuan,11.0333,125.7247,302.21,72,91,4.39,PH,1683874005
537,chernyshevskiy,63.0128,112.4714,276.91,87,100,4.34,RU,1683873787
538,hassi messaoud,31.6804,6.0729,301.07,17,71,6.69,DZ,1683874005
539,port blair,11.6667,92.75,302.87,76,100,10.21,IN,1683873687
540,arrah,25.5667,84.6667,311.09,6,0,3.63,IN,1683874005
541,timmins,48.4669,-81.3331,283.05,93,75,1.54,CA,1683874005
542,kalmunai,7.4167,81.8167,305.84,61,97,1.64,LK,1683873845
543,itambacuri,-18.0311,-41.685,294.29,94,100,1.2,BR,1683874005
544,kavaratti,10.5669,72.642,302.76,70,70,2.51,IN,1683873689
545,tarawa,1.419,172.984,303.2,74,20,4.12,KI,1683874005
546,tete,-16.1564,33.5867,296.2,68,0,0.0,MZ,1683874005
547,beni mellal,32.3373,-6.3498,286.94,67,0,1.03,MA,1683874005
548,taroa,8.7058,171.2275,300.73,84,98,7.19,MH,1683874006
549,pont rouge,48.8833,-72.0825,288.31,66,100,2.72,CA,1683873797
550,lata,40.1629,-8.3327,285.33,62,0,2.71,PT,1683873712
551,rosarito,32.3333,-117.0333,289.06,79,54,2.34,MX,1683874006
552,fayroz koh,34.5195,65.2509,291.51,27,21,1.47,AF,1683874006
553,anar darah,32.7587,61.654,306.24,13,0,8.68,AF,1683874006
554,divnomorskoye,44.5011,38.1353,288.5,47,49,4.72,RU,1683874006
555,kaa-khem,51.6833,94.7333,287.14,63,100,5.88,RU,1683873719
556,okha,53.5739,142.9478,280.41,68,38,1.89,RU,1683874006
557,mersa matruh,31.3525,27.2453,293.26,77,40,4.63,EG,1683873842
558,pathein,16.7833,94.7333,300.97,76,100,3.99,MM,1683873833
559,boryeong,36.3493,126.5977,293.13,52,100,2.86,KR,1683874006
560,crockett,31.3182,-95.4566,297.14,100,100,0.0,US,1683873781
561,greenville,35.6127,-77.3663,290.16,92,0,1.54,US,1683873734
562,kupang,-10.1667,123.5833,303.47,58,20,8.23,ID,1683873805
563,val-d'or,48.1002,-77.7828,285.2,94,0,3.09,CA,1683874007
564,zouerate,22.7187,-12.4521,300.56,29,55,2.33,MR,1683873696
